POSCAR_FILE, formular, ion_conv, ele_conv, final_energy, out_dir
./str/POSCAR_S__3ucjhol.vasp, Ti2 V2 Cu2, True, True, -40.08998668 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_PV5G60
./str/POSCAR_S_tkndwcfw.vasp, Ti1 V2 Cu1, True, True, -29.16736735 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_518PBP
./str/POSCAR_S_z0bz0eis.vasp, Ti2 V1 Cu3, False, True, -34.80892118 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GRQDF3
./str/POSCAR_S_am46pdcu.vasp, Ti2 V3 Cu1, True, True, -45.36012285 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5BSM0B
./str/POSCAR_S_n8tay6pe.vasp, Ti2 V3 Cu1, True, True, -45.33234795 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5C2LQG
./str/POSCAR_S_t19eda0d.vasp, Ti2 V2 Cu2, True, True, -40.24870288 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4T1CRP
./str/POSCAR_S_phxaoldv.vasp, Ti2 V2 Cu2, True, True, -40.41759964 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LIMDXC
./str/POSCAR_S_g24jccay.vasp, Ti1 V3 Cu1, True, True, -37.57026246 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_B7ZWG8
./str/POSCAR_S_65ts4d2m.vasp, Ti2 V1 Cu2, True, True, -31.12498472 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JM1JTQ
./str/POSCAR_S_9m9hj6cb.vasp, Ti1 V2 Cu2, True, True, -33.19955513 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3Y025X
./str/POSCAR_S_3dout1zl.vasp, Ti2 V2 Cu2, True, True, -40.40971771 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_447TFD
./str/POSCAR_S_tqm3o7ak.vasp, Ti2 V2 Cu2, True, True, -40.22458118 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Z5Y3LZ
./str/POSCAR_S_2nf0tbey.vasp, Ti3 V2 Cu1, True, True, -44.06103587 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_03QYBQ
./str/POSCAR_S_u38f7jwd.vasp, Ti1 V3 Cu2, True, True, -41.6396357 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_SWH1DT
./str/POSCAR_S_ny5cdvy6.vasp, Ti2 V2 Cu2, True, True, -40.40632159 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_AUGQMU
./str/POSCAR_S_3c3c6lzk.vasp, Ti4 V1 Cu1, False, True, -43.09980984 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RSGVEC
./str/POSCAR_S_3akbb6wy.vasp, Ti1 V3 Cu2, True, True, -41.4327438 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DT0O9N
./str/POSCAR_S_yf_djh71.vasp, Ti2 V2 Cu2, True, True, -40.6339044 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YLRHFS
./str/POSCAR_S_c_np57n3.vasp, Ti2 V2 Cu2, False, True, -40.36051001 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GXCKDS
./str/POSCAR_S_q5g8uc_h.vasp, Ti1 V1 Cu3, True, True, -27.3325395 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_L6R8OF
./str/POSCAR_S_89akyoso.vasp, Ti1 V2 Cu3, True, True, -36.10720574 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2AX14U
./str/POSCAR_S_11vgnbdd.vasp, Ti1 V2 Cu2, True, True, -32.3802658 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_G6WLH1
./str/POSCAR_S_y3tbsmqc.vasp, Ti2 V1 Cu3, True, True, -35.26322272 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FOVFMZ
./str/POSCAR_S_wh0lw667.vasp, Ti2 V3 Cu1, True, True, -45.8980683 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_OXHADJ
./str/POSCAR_S_twtu3wkl.vasp, Ti1 V1 Cu4, True, True, -30.50876439 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_A82MO9
./str/POSCAR_S_87yig5qj.vasp, Ti3 V2 Cu1, True, True, -44.41854079 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RRLWT3
./str/POSCAR_S_fpnocjh_.vasp, Ti2 V3 Cu1, True, True, -45.77770081 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BL7CGH
./str/POSCAR_S_6dibaj6n.vasp, Ti2 V2 Cu2, True, True, -40.20406094 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JLBKFI
./str/POSCAR_S_u5hvokhf.vasp, Ti2 V1 Cu3, True, True, -34.96716152 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UXEY0D
./str/POSCAR_S_22bsy3ny.vasp, Ti1 V1 Cu2, False, True, -23.79662866 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZEG9SE
./str/POSCAR_S_qz3cxcoi.vasp, Ti2 V2 Cu2, True, True, -40.1238291 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NJGNJ6
./str/POSCAR_S__gqsa_wy.vasp, Ti1 V1 Cu4, True, True, -30.63666956 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YZT5W2
./str/POSCAR_S_f5yhfb7z.vasp, Ti2 V1 Cu3, True, True, -34.96321793 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ERHS3S
./str/POSCAR_S_2k38eaww.vasp, Ti2 V2 Cu2, True, True, -40.42966506 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_76BTXN
./str/POSCAR_S_8kh_uz37.vasp, Ti2 V2 Cu2, True, True, -40.04162063 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QTH9Y3
./str/POSCAR_S_wgpu9out.vasp, Ti1 V4 Cu1, True, True, -46.83426293 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DFYCGP
./str/POSCAR_S_p_hx0mfe.vasp, Ti1 V1 Cu4, True, True, -30.54833429 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_W7TXSO
./str/POSCAR_S_gxtn9p5c.vasp, Ti2 V1 Cu3, True, True, -35.13766532 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7TW6IA
./str/POSCAR_S_zq8sk6o6.vasp, Ti2 V2 Cu2, True, True, -39.89900344 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DD00VR
./str/POSCAR_S__q0tbjv7.vasp, Ti4 V1 Cu1, True, True, -43.42894604 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_1LXV60
./str/POSCAR_S_6oabddpy.vasp, Ti2 V1 Cu2, True, True, -31.25390384 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HHS87L
./str/POSCAR_S_wnzgr4fc.vasp, Ti1 V2 Cu2, True, True, -32.11864387 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_KSHTVK
./str/POSCAR_S_qjhx5rd_.vasp, Ti2 V3 Cu1, True, True, -45.4124432 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NXGUQJ
./str/POSCAR_S_uxmql5pv.vasp, Ti3 V1 Cu2, True, True, -39.23840457 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NYU3UB
./str/POSCAR_S_lwskmptn.vasp, Ti3 V2 Cu1, True, True, -44.83375615 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JR6VH9
./str/POSCAR_S_2br3zffs.vasp, Ti1 V3 Cu2, True, True, -41.23668869 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EAPA9J
./str/POSCAR_S__2vb1m0i.vasp, Ti3 V1 Cu2, False, True, -39.41438532 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_149ABD
./str/POSCAR_S_xpk1kad2.vasp, Ti2 V2 Cu2, True, True, -40.44180967 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_U3591O
./str/POSCAR_S_doo1wb6z.vasp, Ti2 V1 Cu3, True, True, -35.33139601 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_5N1DKU
./str/POSCAR_S_ym8_w1uf.vasp, Ti1 V4 Cu1, True, True, -46.83916456 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FBS63V
./str/POSCAR_S_l25725pg.vasp, Ti1 V2 Cu3, True, True, -35.54713317 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FJ1U0K
./str/POSCAR_S_28ugg2x4.vasp, Ti2 V2 Cu2, True, True, -40.30431342 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_D1M5RI
./str/POSCAR_S_ah6nwgpr.vasp, Ti2 V1 Cu3, True, True, -35.00539334 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YPYLLS
./str/POSCAR_S_dnvl9uu7.vasp, Ti2 V3 Cu1, True, True, -45.17629716 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TYKMTK
./str/POSCAR_S_94ubl7ph.vasp, Ti2 V1 Cu3, True, True, -35.79207941 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZWWD53
./str/POSCAR_S_5mjlc14t.vasp, Ti1 V4 Cu1, True, True, -46.66914777 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_N8OO50
./str/POSCAR_S_i7vx1pia.vasp, Ti2 V1 Cu2, True, True, -31.1852317 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EEOC57
./str/POSCAR_S_qzwt_68z.vasp, Ti2 V2 Cu2, True, True, -40.49621261 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_WF6IK2
./str/POSCAR_S_j5amfqgh.vasp, Ti2 V3 Cu1, True, True, -45.28806278 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UOABY8
./str/POSCAR_S_e1khlmmi.vasp, Ti3 V2 Cu1, True, True, -44.56564512 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TO0OUF
./str/POSCAR_S_sf2yy4du.vasp, Ti2 V1 Cu1, True, True, -27.94875216 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2BNLN5
./str/POSCAR_S__pal5eun.vasp, Ti1 V1 Cu3, True, True, -27.14746226 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8L4K0I
./str/POSCAR_S_qkatiell.vasp, Ti1 V1 Cu3, True, True, -27.51077223 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_ZX2YGT
./str/POSCAR_S_ysjt_8u1.vasp, Ti2 V1 Cu3, True, True, -35.1897465 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_48CEQZ
./str/POSCAR_S_mxwexdyn.vasp, Ti1 V3 Cu2, True, True, -41.3445229 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9349AH
./str/POSCAR_S_n94cbbyh.vasp, Ti1 V2 Cu2, True, True, -32.34049503 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BAQY53
./str/POSCAR_S_x2f354ak.vasp, Ti1 V2 Cu3, True, True, -35.81177566 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FVKHC6
./str/POSCAR_S_2jdnbsll.vasp, Ti1 V3 Cu2, True, True, -40.81882543 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_XCGZU3
./str/POSCAR_S_pclr73oj.vasp, Ti4 V1 Cu1, False, True, -43.26007254 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YTIYM1
./str/POSCAR_S_o6dnbm95.vasp, Ti3 V2 Cu1, True, True, -44.2378304 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_Q7Z6W4
./str/POSCAR_S_eh4jv9k6.vasp, Ti3 V2 Cu1, True, True, -44.09550275 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_WVD4WJ
./str/POSCAR_S_3a4yzu9x.vasp, Ti2 V2 Cu2, True, True, -40.42244172 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0CTFLZ
./str/POSCAR_S_go5q38v8.vasp, Ti1 V2 Cu1, True, True, -29.03923064 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_A06F16
./str/POSCAR_S_9ljasxp6.vasp, Ti4 V1 Cu1, True, True, -43.15001702 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EKCO6W
./str/POSCAR_S_0ohofxmk.vasp, Ti1 V4 Cu1, True, True, -46.6627077 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_TWTSWL
./str/POSCAR_S_ppiy8eyj.vasp, Ti1 V2 Cu3, False, True, -36.1578997 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MH77Q3
./str/POSCAR_S_dyde99oi.vasp, Ti3 V2 Cu1, True, True, -44.55910755 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LJPTE2
./str/POSCAR_S_ip4xdmop.vasp, Ti1 V2 Cu3, True, True, -36.26610269 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X5LJN2
./str/POSCAR_S_g6h7qdkd.vasp, Ti1 V1 Cu2, True, True, -23.04472242 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_K771NH
./str/POSCAR_S_4e7db449.vasp, Ti3 V1 Cu2, True, True, -39.03945832 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YA6LWW
./str/POSCAR_S_lpqj5ka6.vasp, Ti2 V1 Cu3, True, True, -34.87587218 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CV01AK
./str/POSCAR_S_5r6rz6zo.vasp, Ti2 V2 Cu2, True, True, -40.35816624 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CBSUSP
./str/POSCAR_S_j54c28q4.vasp, Ti2 V2 Cu2, True, True, -41.30884793 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_452SQ5
./str/POSCAR_S_wuevwd6_.vasp, Ti4 V1 Cu1, False, True, -43.16414981 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_VCWZGB
./str/POSCAR_S_hk8fo7i7.vasp, Ti2 V1 Cu3, False, True, -35.07763904 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_NE6OTJ
./str/POSCAR_S_szrzfm1s.vasp, Ti3 V1 Cu2, True, True, -39.4918677 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_92EATC
./str/POSCAR_S_2bkurgh8.vasp, Ti1 V2 Cu3, True, True, -35.3834342 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LYM6KI
./str/POSCAR_S_9qbie713.vasp, Ti1 V4 Cu1, True, True, -46.82311123 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RF0A0T
./str/POSCAR_S_s22fhm3_.vasp, Ti3 V1 Cu1, True, True, -35.30357894 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YCYT1Q
./str/POSCAR_S_qjwf6pek.vasp, Ti2 V3 Cu1, True, True, -45.65333238 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_LJD15I
./str/POSCAR_S_zhym1tnp.vasp, Ti2 V3 Cu1, True, True, -45.5487073 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2DLMVU
./str/POSCAR_S_3p10nnar.vasp, Ti2 V2 Cu2, True, True, -40.23156859 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0BKT5T
./str/POSCAR_S_w0vdsy5c.vasp, Ti2 V2 Cu2, True, True, -39.58541178 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7QS2S4
./str/POSCAR_S_cpciarql.vasp, Ti1 V4 Cu1, True, True, -46.9688596 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FHSYQN
./str/POSCAR_S_b6hlvg1m.vasp, Ti1 V1 Cu4, True, True, -30.60086418 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_31YNEZ
./str/POSCAR_S_42g3dcje.vasp, Ti4 V1 Cu1, True, True, -43.57712009 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4L5GTU
./str/POSCAR_S_4eb7hgrl.vasp, Ti1 V3 Cu1, True, True, -37.82791168 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UNNRFZ
./str/POSCAR_S_nmtm0und.vasp, Ti1 V4 Cu1, True, True, -46.79585703 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_MEI2C6
./str/POSCAR_S_cs3n6r12.vasp, Ti3 V1 Cu2, False, True, -39.40307711 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_X10115
./str/POSCAR_S_i8b72_lm.vasp, Ti1 V2 Cu1, True, True, -28.64980978 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3O57AW
./str/POSCAR_S_k0nsin3t.vasp, Ti1 V3 Cu2, True, True, -41.16486712 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_7HDTS4
./str/POSCAR_S_i5or655d.vasp, Ti3 V1 Cu2, True, True, -39.24454515 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_2LNPDB
./str/POSCAR_S_uojzirti.vasp, Ti1 V2 Cu3, False, True, -36.15276214 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_XMMF04
./str/POSCAR_S_ukpnqc70.vasp, Ti4 V1 Cu1, True, True, -43.35971785 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_65EI97
./str/POSCAR_S_01ejbxqq.vasp, Ti3 V2 Cu1, True, True, -44.22632585 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6J6V8W
./str/POSCAR_S_ffefv_ay.vasp, Ti4 V1 Cu1, True, True, -43.4679093 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_G9IC6K
./str/POSCAR_S_ekwqwy6h.vasp, Ti2 V2 Cu2, True, True, -39.59596698 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_YGXQ1D
./str/POSCAR_S_sosvbuen.vasp, Ti2 V2 Cu1, True, True, -36.98914985 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_58ICAN
./str/POSCAR_S_h0vm_6xt.vasp, Ti1 V1 Cu4, True, True, -30.79489044 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HPXE7F
./str/POSCAR_S_iji04w7t.vasp, Ti3 V2 Cu1, True, True, -44.25100457 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_6PRAID
./str/POSCAR_S_au_j9nbi.vasp, Ti1 V4 Cu1, True, True, -46.81375778 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_UX8II7
./str/POSCAR_S_ajcp0uia.vasp, Ti3 V1 Cu2, True, True, -39.14512233 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_DR5Y2C
./str/POSCAR_S_1vs1aniu.vasp, Ti3 V2 Cu1, True, True, -44.07089073 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8NYL2D
./str/POSCAR_S__weg_z36.vasp, Ti2 V2 Cu1, True, True, -36.53119325 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4FRP6X
./str/POSCAR_S_csc6oouh.vasp, Ti1 V1 Cu3, True, True, -27.11806183 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_CI235R
./str/POSCAR_S__mps7p7q.vasp, Ti2 V3 Cu1, True, True, -45.16003283 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_FQ2K9A
./str/POSCAR_S_rk05mo3r.vasp, Ti3 V2 Cu1, True, True, -45.06216228 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3KQGKA
./str/POSCAR_S_kt7sglvs.vasp, Ti3 V1 Cu2, True, True, -39.33992014 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JAVRKC
./str/POSCAR_S_337pgh83.vasp, Ti3 V2 Cu1, True, True, -44.25771874 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0D9CUD
./str/POSCAR_S_2v4fbr79.vasp, Ti1 V2 Cu3, True, True, -36.10545409 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9LY7CJ
./str/POSCAR_S_2ke6ugtu.vasp, Ti3 V1 Cu2, True, True, -38.91335418 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_8GY22B
./str/POSCAR_S__w6xsjkn.vasp, Ti2 V2 Cu2, False, True, -40.42227955 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_357ZSJ
./str/POSCAR_S_egwsvcs7.vasp, Ti1 V3 Cu2, True, True, -41.54317516 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_9T12W8
./str/POSCAR_S_ftlwizv3.vasp, Ti2 V1 Cu3, True, True, -35.21246692 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GE1MHX
./str/POSCAR_S_6jhpd2sw.vasp, Ti2 V3 Cu1, True, True, -44.93685406 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QQJZBX
./str/POSCAR_S_ciwstfn1.vasp, Ti1 V2 Cu2, True, True, -32.40766869 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_0XI64S
./str/POSCAR_S__9rb4j9h.vasp, Ti1 V2 Cu2, True, True, -31.9799769 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_3FMTAJ
./str/POSCAR_S_uxt9r4n6.vasp, Ti1 V4 Cu1, True, True, -47.13839054 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_QUSWVO
./str/POSCAR_S_1vqpx2ig.vasp, Ti2 V1 Cu3, False, True, -34.83360862 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_EF88RB
./str/POSCAR_S_lr9kq_1y.vasp, Ti3 V1 Cu1, True, True, -35.43145451 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JAWZVF
./str/POSCAR_S_b912td_8.vasp, Ti1 V3 Cu2, True, True, -41.11139772 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_HUC3BO
./str/POSCAR_S_7jyayjop.vasp, Ti1 V2 Cu3, False, True, -36.12916028 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_C7T9GY
./str/POSCAR_S_ajpvyjuw.vasp, Ti4 V1 Cu1, True, True, -43.22065181 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_E9NN74
./str/POSCAR_S_myjb4fba.vasp, Ti1 V2 Cu3, False, True, -35.78271946 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_IZQ7MU
./str/POSCAR_S_mr9cklw2.vasp, Ti2 V2 Cu2, True, True, -39.4592579 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_BN3M5A
./str/POSCAR_S_zvz36fav.vasp, Ti1 V2 Cu2, True, True, -32.13998934 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_GEOGI4
./str/POSCAR_S_dcvgqej9.vasp, Ti1 V1 Cu4, True, True, -30.94276743 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_RSBHZC
./str/POSCAR_S_6tt2_ajz.vasp, Ti1 V2 Cu3, False, True, -35.60264922 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_JEQQ3M
./str/POSCAR_S_0_fj0g__.vasp, Ti2 V3 Cu1, True, True, -45.66131851 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_4QEUAP
./str/POSCAR_S_fwc1h9d_.vasp, Ti1 V2 Cu3, True, True, -36.15363569 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_50ODZK
./str/POSCAR_S__h0c8dss.vasp, Ti2 V2 Cu1, True, True, -36.74167455 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_J9AK4X
./str/POSCAR_S_70wzhknh.vasp, Ti3 V2 Cu1, True, True, -44.46006827 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_C7443Q
./str/POSCAR_S_qzqct88z.vasp, Ti2 V2 Cu2, True, True, -40.53101049 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_14C9KW
./str/POSCAR_S_lyt62me8.vasp, Ti3 V2 Cu1, True, True, -44.67696932 eV, /BIGDATA/xbyang_5/jsy/H_T/under6_VTiCu/vasp_tmp_U2ZSR7
